time_s,raw_eeg1,bandpass_eeg1,nlms_eeg1,wavelet_eeg1,winsor_eeg1,raw_eeg2,bandpass_eeg2,nlms_eeg2,wavelet_eeg2,winsor_eeg2,raw_eeg3,bandpass_eeg3,nlms_eeg3,wavelet_eeg3,winsor_eeg3
5.002739906311035,-2.0027159999999924,-1.019986720116251,-1.019986720116251,1.8377546740732602,-1.019986720116251,0.0,0.0,0.0,,0.0,1.0901810000000296,-6.474907657337152,-6.474907657337152,6.65795288855418,-6.474907657337152
5.002739906311035,-2.372965999999991,-0.8563971483092064,-0.8563971483092064,2.3419097292462188,-0.8563971483092064,0.0,0.0,0.0,,0.0,5.106832999999995,5.35254110052881,5.35254110052881,9.452768151562742,5.35254110052881
5.0033159255981445,-5.925871000000001,2.448338149850022,2.448338149850022,2.8163967072952216,2.448338149850022,0.0,0.0,0.0,,0.0,60.01230400000003,3.289977074685499,3.289977074685499,12.772951386841957,3.289977074685499
5.0033159255981445,11.25148900000002,5.404634212167636,5.526070664602284,3.2079527822238503,5.404634212167636,0.0,0.0,0.0,,0.0,-22.617044999999962,5.302582804780006,5.136843924792119,14.879877877926745,5.302582804780006
5.0171380043029785,5.192852000000016,5.393885330691058,5.5486178133835455,3.5198636626165425,5.393885330691058,0.0,0.0,0.0,,0.0,22.92371700000001,22.989012256599832,23.67538746733134,16.07896001208248,22.989012256599832
5.0171380043029785,1.191158999999999,4.480065083946418,4.5654781624841405,3.870115573153088,4.480065083946418,0.0,0.0,0.0,,0.0,57.345755999999994,39.07932441027989,39.1673979173528,19.94287514872092,39.07932441027989
5.0325939655303955,-4.055920999999984,4.9664949477545655,4.427064590123782,3.9869420968207487,4.9664949477545655,0.0,0.0,0.0,,0.0,89.62109200000003,31.835339593090602,30.91198806410461,22.53851126195627,31.835339593090602
5.0325939655303955,13.940478000000013,5.136253370443218,3.700620327293863,3.742714937623456,5.136253370443218,0.0,0.0,0.0,,0.0,-24.685209999999984,9.74353044371406,8.321189382738137,15.590113338472154,9.74353044371406
5.033323049545288,-1.3931120000000021,2.763337185878131,1.5753523001504053,3.2704995271662565,2.763337185878131,0.0,0.0,0.0,,0.0,0.5665950000000066,0.7421214730694548,-1.1485502676907708,7.688034256694806,0.7421214730694548
5.033323049545288,3.0835480000000075,0.09307199321080717,0.2279121150642287,2.4025745898100133,0.09307199321080717,0.0,0.0,0.0,,0.0,35.23546700000003,12.155268747541118,10.21561404359334,12.696958189242958,12.155268747541118
5.064028978347778,-11.210349999999977,1.181065123898946,1.9960227288754724,1.9882892687287728,1.181065123898946,0.0,0.0,0.0,,0.0,69.50417000000004,23.910668839875378,22.892985116500892,21.740955562607848,23.910668839875378
5.064028978347778,11.460924000000006,5.460704668291684,5.44807922433123,3.2504802691103647,5.460704668291684,0.0,0.0,0.0,,0.0,-1.7783230000000003,21.193020576823333,20.810119971071106,21.0619194440478,21.193020576823333
5.064682960510254,10.913029000000023,8.15952221478971,6.939295149765284,5.0416376564841086,8.15952221478971,0.0,0.0,0.0,,0.0,22.149557000000016,12.818317395194827,10.719043838702307,15.799431251595985,12.818317395194827
5.06543493270874,5.826765000000023,7.228304220036919,5.77268226800436,5.677229418373059,7.228304220036919,0.0,0.0,0.0,,0.0,10.387572000000034,12.387701086082812,6.776379621585258,13.855375092352112,12.387701086082812
5.06543493270874,-3.6314419999999927,5.674264588705016,4.712735838277714,5.292349325294998,5.674264588705016,0.0,0.0,0.0,,0.0,77.37292000000002,17.545272560284374,9.697192272872268,13.379032920479435,17.545272560284374
5.066147089004517,8.50453300000001,5.870155382086337,4.974941886622795,4.445002169955194,5.870155382086337,0.0,0.0,0.0,,0.0,0.6488720000000399,17.28014517981657,9.871466210841751,12.118812388718306,17.28014517981657
5.066147089004517,13.448681000000022,5.766738439710719,4.312599604497164,3.1179120591357146,5.766738439710719,0.0,0.0,0.0,,0.0,5.129273000000012,10.065822810146035,3.6326587120381797,10.721649956369946,10.065822810146035
5.076946973800659,-3.2724119999999743,2.8935061508087587,1.1229030856273559,1.2407683045321554,2.8935061508087587,0.0,0.0,0.0,,0.0,12.309880000000021,4.422512565629413,-2.513316089323258,8.812234364621746,4.422512565629413
5.076946973800659,-5.980099999999993,-1.4535584225169185,-2.828100926303252,-0.45524223267636343,-1.4535584225169185,0.0,0.0,0.0,,0.0,68.520577,5.957785833550668,-1.5749503357792225,6.8577363794333595,5.957785833550668
5.091944932937622,-3.276151999999996,-4.3703246738329105,-5.170405759645674,-1.1100133725674428,-4.3703246738329105,0.0,0.0,0.0,,0.0,-13.80958099999998,10.744941203532978,4.703537249537071,7.032218866807158,10.744941203532978
5.091944932937622,1.7764530000000036,-5.000139292017991,-5.657876691604591,-1.0073146049873725,-5.000139292017991,0.0,0.0,0.0,,0.0,-4.616906999999969,8.935591404783846,5.884932172798715,6.472405679205461,8.935591404783846
5.107453107833862,-8.556890999999979,-4.141553308970645,-4.943042072436478,-0.7650196340065323,-4.141553308970645,0.0,0.0,0.0,,0.0,36.574351000000036,-5.750590403923616,-6.343974359597386,0.7168543449989182,-5.750590403923616
5.107453107833862,-6.937513999999993,-2.364370229821148,-2.9421573090957645,-0.5240286410602836,-2.364370229821148,0.0,0.0,0.0,,0.0,0.6376530000000002,-25.88972229342677,-24.95726617295346,-5.445017097575141,-25.88972229342677
