0.000000	0.000000	782.057960	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.677133	0.000000
1.000000	0.000000	627.919853	0.000000	0.000000	0.000000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.677512	0.000000
1.000000	0.000000	698.433797	0.000000	0.000000	0.000000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.677535	0.000000
2.000000	0.000000	880.950264	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.706880	0.000000
2.000000	0.000000	795.364524	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.706913	0.000000
3.000000	0.000000	616.894628	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.707276	0.000000
3.000000	0.000000	687.464670	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.707308	0.000000
4.000000	0.000000	887.356713	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.707812	0.000000
4.000000	0.000000	808.835643	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.707833	0.000000
5.000000	0.000000	614.774104	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.708666	0.000000
5.000000	0.000000	685.905132	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.708687	0.000000
6.000000	0.000000	895.573273	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.736964	0.000000
6.000000	0.000000	819.643954	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.737000	0.000000
7.000000	0.000000	620.941199	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.737578	0.000000
7.000000	0.000000	664.984131	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.737621	0.000000
8.000000	0.000000	905.588725	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.767043	0.000000
8.000000	0.000000	830.018437	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.767080	0.000000
9.000000	0.000000	611.576490	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.767352	0.000000
9.000000	0.000000	663.802323	0.000000	0.000000	0.128000	-0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.767373	0.000000
10.000000	0.000000	901.123284	0.000000	0.000000	0.128000	-0.064000	0.992000	0.000000	0.000000	0.000000	0.000000	0.000000	1770138213.768232	0.000000
