time_s,raw_eeg1,raw_eeg2,raw_eeg3,raw_eeg4,fil_eeg1,fil_eeg2,fil_eeg3,fil_eeg4
0.0,-7.342977612373458e-05,7.346216565036413,0.003171463613684526,-0.0024511528326454507,-7.342977612373458e-05,7.346216565036413,0.003171463613684526,-0.0024511528326454507
0.0008158683776855469,0.01827699645578771,7.27069588496641,0.0169342837550974,0.008486373975321312,0.01827699645578771,7.27069588496641,0.0169342837550974,0.008486373975321312
0.0008878707885742188,-0.01706715632714661,7.589041528911339,-0.018004257821590174,-0.02650811365224217,-0.01706715632714661,7.589041528911339,-0.018004257821590174,-0.02650811365224217
0.02998185157775879,-0.020298062736756606,7.605538730754743,-0.016913303284800004,-0.03111670208295528,-0.020298062736756606,7.605538730754743,-0.016913303284800004,-0.03111670208295528
0.030037879943847656,-0.006905886351094826,7.349209698392404,0.005430299208438166,-0.003751906462658123,-0.006905886351094826,7.349209698392404,0.005430299208438166,-0.003751906462658123
0.030606985092163086,0.019591738935915787,7.311271029969626,0.02186456151086769,0.01950082543454423,0.019591738935915787,7.311271029969626,0.02186456151086769,0.01950082543454423
0.030638933181762695,-0.017990272711309055,7.653407889590053,-0.02778788868187459,-0.019619711026395172,-0.017990272711309055,7.653407889590053,-0.02778788868187459,-0.019619711026395172
0.03113698959350586,-0.018311963906283372,7.634144837209127,-0.023473021225573557,-0.013220839618067352,-0.018311963906283372,7.634144837209127,-0.023473021225573557,-0.013220839618067352
0.031174898147583008,0.0003042093396436289,7.398103375478479,0.002465139812843714,0.008759112609518855,0.0003042093396436289,7.398103375478479,0.002465139812843714,0.008759112609518855
0.03181600570678711,0.012570461868102447,7.289434440549238,0.011388593829940723,0.016248940424553982,0.012570461868102447,7.289434440549238,0.011388593829940723,0.016248940424553982
0.03184199333190918,-0.01771753407711151,7.613864258197619,-0.02008826177361696,-0.02668294716488616,-0.01771753407711151,7.613864258197619,-0.02008826177361696,-0.02668294716488616
0.05949282646179199,-0.017486754513591617,7.654152675716522,-0.01677343722265167,-0.015102037966970763,-0.017486754513591617,7.654152675716522,-0.01677343722265167,-0.015102037966970763
0.05952596664428711,-0.0003671488806186677,7.521570140904965,0.0005140084328661386,0.01042351837510063,-0.0003671488806186677,7.521570140904965,0.0005140084328661386,0.01042351837510063
0.06029486656188965,0.015808361767811578,7.517332199969837,0.020801580934474043,0.018528756489605013,0.015808361767811578,7.517332199969837,0.020801580934474043,0.018528756489605013
0.06032705307006836,-0.01617201390338068,7.801256805646076,-0.01550065568311838,-0.015304843570094137,-0.01617201390338068,7.801256805646076,-0.01550065568311838,-0.015304843570094137
0.08944296836853027,-0.015752415716935673,7.93015037353595,-0.018256017855407463,-0.022179259215742875,-0.015752415716935673,7.93015037353595,-0.018256017855407463,-0.022179259215742875
0.08948087692260742,0.006409361643476516,7.654093232920596,0.001583982499358913,0.011374608719659597,0.006409361643476516,7.654093232920596,0.001583982499358913,0.011374608719659597
0.08999085426330566,0.02197645548253664,7.37553598691182,0.0198015380291383,0.020039311082757322,0.02197645548253664,7.37553598691182,0.0198015380291383,0.020039311082757322
0.0900118350982666,-0.02389261941201857,7.582044729058872,-0.022479971810336938,-0.02678085415635685,-0.02389261941201857,7.582044729058872,-0.022479971810336938,-0.02678085415635685
0.0904848575592041,-0.018137132263556524,7.586401557455768,-0.023808699400746133,-0.02394856546289447,-0.018137132263556524,7.586401557455768,-0.023808699400746133,-0.02394856546289447
0.09050989151000977,0.004640057266242057,7.425265365495653,-0.002570038424496395,0.006122637898997852,0.004640057266242057,7.425265365495653,-0.002570038424496395,0.006122637898997852
0.09155702590942383,0.01403905552065998,7.170093723956128,0.009094790784691432,0.01423486950360137,0.01403905552065998,7.170093723956128,0.009094790784691432,0.01423486950360137
0.09157991409301758,-0.021654762417645183,7.5518616335952276,-0.028046642205791013,-0.024347183179042088,-0.021654762417645183,7.5518616335952276,-0.028046642205791013,-0.024347183179042088
0.11957693099975586,-0.01761263359554169,7.737086257080386,-0.01821405691481268,-0.015794374787613315,-0.01761263359554169,7.737086257080386,-0.01821405691481268,-0.015794374787613315
0.11961793899536133,0.008129715329851338,7.431237645227437,0.004136539068524622,0.0032623771150560865,0.008129715329851338,7.431237645227437,0.004136539068524622,0.0032623771150560865
0.12058305740356445,0.020591779971334392,7.32047771285607,0.027634037509445136,0.02093445350652325,0.020591779971334392,7.32047771285607,0.027634037509445136,0.02093445350652325
0.12061595916748047,-0.01145153337091576,7.3466151827525605,-0.024487051111107563,-0.009234656846839766,-0.01145153337091576,7.3466151827525605,-0.024487051111107563,-0.009234656846839766
0.14970803260803223,-0.01804621876218496,7.447087967935843,-0.013752329906264175,-0.020759619993879257,-0.01804621876218496,7.447087967935843,-0.013752329906264175,-0.020759619993879257
0.15000605583190918,-0.0014790838877062305,7.226970256819808,0.00992000017738319,0.0028427789286110776,-0.0014790838877062305,7.226970256819808,0.00992000017738319,0.0028427789286110776
0.15003585815429688,0.015095044476871636,6.90905470316639,0.010458485825596282,0.019759578958460654,0.015095044476871636,6.90905470316639,0.010458485825596282,0.019759578958460654
0.15004491806030273,-0.010192738811580731,7.092849195324619,-0.019899443150691847,-0.01610207900238937,-0.010192738811580731,7.092849195324619,-0.019899443150691847,-0.01610207900238937
0.15062904357910156,-0.015864307818687487,7.193720598224049,-0.015521636153415773,-0.01615802692318242,-0.015864307818687487,7.193720598224049,-0.015521636153415773,-0.01615802692318242
