time_s,raw_eeg1,wavelet_eeg1
20.002326011657715,3.025579000000022,-2.929597117619553
20.002326011657715,-1.2117279999999937,-2.939434595452297
20.018043041229248,7.524678000000023,-2.9494923853195387
20.018043041229248,7.66679400000001,-2.9597703121844945
20.01914095878601,4.25226600000002,-2.970197296684173
20.01914095878601,3.089157,-2.9806827691633666
20.03234601020813,2.228980000000007,-2.991158999635531
20.03234601020813,4.334544000000022,-3.001551023917244
20.04803991317749,5.770665000000008,-3.0117968805577666
20.04803991317749,-6.241892999999976,-3.02185025633016
20.048927068710327,11.855482000000023,-3.031634316032354
20.048927068710327,10.374482,-3.0410776257278376
20.062362909317017,1.0770910000000242,-3.050162978370663
20.062362909317017,-6.698160999999999,-3.05888269977463
20.07804012298584,7.405001000000027,-3.067241365061058
20.07804012298584,13.403801000000016,-3.0752520491809614
20.078829050064087,8.194120000000026,-3.0828823754352896
20.078829050064087,-8.912181999999973,-3.090092773772008
20.09238696098328,3.444447000000025,-3.096861997335416
20.09238696098328,7.734113000000008,-3.103166571428684
20.107978105545044,-2.415976000000001,-3.1090069151245854
20.107978105545044,-7.625655999999992,-3.1143969230697235
20.109162092208862,0.2206540000000245,-3.119321071029833
20.109162092208862,7.419961000000001,-3.123766117574544
20.12298607826233,1.6006770000000188,-3.127745545583345
20.12298607826233,-1.7353139999999885,-3.1312660788831743
20.123716115951535,-2.488903999999991,-3.1343515286306824
20.13737201690674,-5.884732999999983,-3.1370229634406264
20.13737201690674,-5.409765999999991,-3.139233012255454
20.153039932250977,-14.02275499999999,-3.1409170025048745
20.153039932250977,-6.284901999999988,-3.142015711619457
20.15371608734131,-7.12263999999999,-3.142461113517008
20.15371608734131,-11.659138999999982,-3.142216418548313
20.16731095314026,-24.726348999999985,-3.1412557204922265
20.16731095314026,-12.14158599999999,-3.1395282326416423
20.18302297592163,-16.902477999999988,-3.136986535197967
20.18302297592163,-11.348726999999997,-3.1335932801087734
20.183738946914676,-19.131458999999992,-3.129307635267466
20.183738946914676,3.064848000000012,-3.124111543685248
20.19732403755188,1.359453000000002,-3.1179899457659483
20.19732403755188,-9.538614999999991,-3.1108931765659973
20.2129819393158,-18.49193599999998,-3.1027732872554874
20.2129819393158,-20.35814599999999,-3.0935817400917798
20.21368098258972,-7.627525999999989,-3.083272227565509
20.21368098258972,-10.260415999999992,-3.071849843394382
20.22738289833069,-18.465755999999985,-3.0593375288548628
20.22738289833069,-11.015875999999992,-3.045745158939781
20.243003129959103,-4.10080099999999,-3.0310904930988616
